Semiconductor,Theory,Formation_E_per_atom,Decomp_E_pfu,Bandgap,a,b,c,alpha,beta,gamma,Dielectric,SLME
Cs1.5Ag0.5Mg1Zr1Se4_kesterite,HSE+SOC,-1.350353928,2.133262474,2.525237841,16.00654744,16.00853096,14.81816158,110.4710725,115.1059919,109.19941,3.964497339,27.46264174
Cs1.5Ag0.5Mg1Zr1Se4_stannite,HSE+SOC,-1.273835678,2.511345403,2.405100901,15.07891047,15.24230731,15.77994458,116.8053823,116.4401893,114.2025818,3.861566163,31.92277084
Cs1.5Ag0.5Mg1Zr1Te4_stannite,HSE+SOC,-0.649358985,4.030421084,1.536246052,15.47040435,15.54337678,16.1222918,112.9123761,110.7019748,112.4888974,5.316859223,38.26103459
Cs1.5Ag0.5Sr1Ge1S3Se1_kesterite,HSE+SOC,-1.474936916,-0.995349662,3.969638303,18.07319297,18.00984418,10.98527928,113.8044538,109.099106,112.7246758,4.912732725,4.066688924
Cs1.5Ag0.5Sr1Sn1Se4_stannite,HSE+SOC,-1.228338515,0.740639916,1.944820705,15.87278868,16.67028075,17.24539313,110.0561139,113.7306579,108.2428683,3.444570963,36.78378775
Cs1.5Ag0.5Sr1Zr1S4_stannite,HSE+SOC,-1.890926174,1.054547923,4.039384979,16.10512792,15.72030695,16.60175263,111.3644446,109.8530294,112.3123227,3.479350166,3.946966956
Cs1.5Ag0.5Zn1Ge1S4_stannite,HSE+SOC,-0.746857465,1.340300983,1.587227941,13.92802235,14.10374897,17.39126694,116.688069,114.5934911,111.2686652,3.837390149,33.19000552
Cs1.5Ag0.5Zn1Sn1S4_stannite,HSE+SOC,-0.888388688,0.461268942,1.718583677,13.78051908,13.52678073,17.85340092,114.0271105,109.1009502,114.5631332,3.815555217,35.78577294
Cs1.5Ag0.5Zn1Sn1Se4_stannite,HSE+SOC,-0.770935137,0.910686928,1.171342047,15.07637592,14.77800398,18.89260307,109.1482922,110.3721809,114.4888629,4.824494348,35.06891573
Cs1.5Ag0.5Zn1Sn1Te4_kesterite,HSE+SOC,-0.659866503,-0.235416065,1.449353936,19.86578766,20.41466292,11.84782297,113.5789055,113.8823918,109.7476628,7.06251428,38.97898194
Cs1.5Ag0.5Zn1Zr1S4_kesterite,HSE+SOC,-1.420099404,1.36859662,2.828188181,15.11819269,15.31951842,13.60175886,109.1463677,115.0682777,108.7805705,3.316869707,22.74325949
Cs1.5Ag0.5Zn1Zr1S4_stannite,HSE+SOC,-1.331914711,1.308347589,2.527832381,13.8816138,13.90934915,18.10795942,109.0284805,114.9734152,109.3247511,4.228931115,24.57861926
Cs1.5Ag0.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.342521388,0.886142231,2.722629113,17.8325784,17.69841084,13.13252655,109.8435787,113.6467652,114.7695055,3.425374317,23.90108103
Cs1.5Ag0.5Zn1Zr1Se4_stannite,HSE+SOC,-1.11860996,2.731165889,1.683799626,14.79887842,15.2543336,15.62050699,114.2675663,112.7389483,111.9770081,4.586196406,38.9693278
Cs1.5Ag0.5Zn1Zr1Te4_kesterite,HSE+SOC,-0.7388467,2.520472165,1.1822648,16.52220741,16.29613314,17.32145477,110.4852314,108.1010026,110.3867355,6.701250431,35.77565689
Cs1.5Ag0.5Zn1Zr1Te4_stannite,HSE+SOC,-0.534273525,4.139301298,0.910164815,15.51707236,15.49704729,16.60771752,113.4071111,114.1786024,116.0452241,6.305451515,26.88894262
Cs1.5Cu0.5Ba1Zr1Te4_kesterite,HSE+SOC,-1.326121842,1.055545653,2.241982324,19.47468345,19.8376909,14.66328227,108.3003409,111.4484684,112.0118145,5.005803062,32.37217527
Cs1.5Cu0.5Ca1Ge1Se4_stannite,HSE+SOC,-1.097096442,1.35438003,1.570624548,15.87678513,15.42007875,17.83354108,114.3271075,112.4931073,116.9141403,4.746240701,38.84189303
Cs1.5Cu0.5Ca1Zr1S4_kesterite,HSE+SOC,-1.722690311,1.740405352,2.18828091,16.46877035,15.46239928,14.49445097,108.4506026,115.3291449,117.0270299,4.284291428,33.2199876
Cs1.5Cu0.5Cd1Ge1Se4_kesterite,HSE+SOC,-0.883321581,-0.386080997,1.828090542,18.84407696,18.31691557,11.27366675,111.7294578,110.6574052,111.3564969,5.649134351,39.18838771
Cs1.5Cu0.5Cd1Ge1Se4_stannite,HSE+SOC,-0.743758606,0.663896353,1.041688056,14.76278784,14.5047748,18.33288073,112.4650113,116.3757661,109.5432122,5.69782289,33.20413367
Cs1.5Cu0.5Mg1Ge1S4_kesterite,HSE+SOC,-1.134607267,0.270561768,-0.450869203,15.8089159,16.26585065,13.29717807,111.7307011,115.4673886,113.4549817,7.549400945,0
Cs1.5Cu0.5Mg1Ge1S4_stannite,HSE+SOC,-0.986674006,0.80080866,2.056279993,14.05485165,14.02841346,17.72557755,111.7236569,114.0403279,112.6905318,3.752165576,35.29797206
Cs1.5Cu0.5Mg1Ge1Se4_kesterite,HSE+SOC,-1.043385042,0.124546585,-0.513167859,17.37566724,16.96094375,13.3360349,111.8998596,113.8838726,109.0533587,10.31544225,0
Cs1.5Cu0.5Mg1Ge1Se4_stannite,HSE+SOC,-0.877455998,1.555831752,1.130666009,15.03625911,14.93857795,16.13595111,109.7192428,112.9981668,110.3775055,5.418878535,33.05115784
Cs1.5Cu0.5Mg1Sn1S4_stannite,HSE+SOC,-0.996247885,1.060539,1.660206498,14.90636132,15.03537227,16.17889655,113.7187049,112.1248323,108.9288978,4.609220142,38.62386509
Cs1.5Cu0.5Mg1Sn1Se4_stannite,HSE+SOC,-0.941993784,1.28694629,1.264265216,15.24882443,15.41599235,16.13035023,111.5381594,110.4555477,115.2067028,4.614672676,38.89176182
Cs1.5Cu0.5Mg1Zr1S4_stannite,HSE+SOC,-1.606187423,1.760418171,0.74957805,14.95753014,14.40584512,16.14315255,113.5297701,108.5136047,110.6897825,4.485152497,15.33448547
Cs1.5Cu0.5Mg1Zr1Se4_stannite,HSE+SOC,-1.490627437,1.400237249,2.450344515,15.32089161,14.76186054,17.7253455,115.1714007,116.1840262,116.1458128,4.558161051,27.45323244
Cs1.5Cu0.5Mg1Zr1Te4_kesterite,HSE+SOC,-1.075648118,0.856789034,2.220316367,19.01016891,19.41134852,13.7436925,110.8278493,114.7008476,115.4477399,5.440071072,33.75564054
Cs1.5Cu0.5Mg1Zr1Te4_stannite,HSE+SOC,-1.040197565,1.259531449,1.912798931,15.97626646,15.96658474,18.80901779,112.058744,112.8353894,114.141474,5.888248684,38.21855377
Cs1.5Cu0.5Zn1Ge1S4_stannite,HSE+SOC,-0.740074249,1.507669928,1.524589536,13.27694413,13.57209261,16.6091707,114.2588193,115.3654411,109.3086809,4.531369347,39.96419285
Cs1.5Cu0.5Zn1Sn1Te4_kesterite,HSE+SOC,-0.478093208,1.318911005,1.246885407,16.51541642,17.40476964,15.53951984,109.8141874,113.9076974,108.6460929,7.223584264,38.43686533
Cs1.5Cu0.5Zn1Zr1Te4_kesterite,HSE+SOC,-0.869185759,1.338199406,1.789229751,17.76132084,18.17403927,14.62429201,110.1653565,113.327115,108.3828384,6.133679136,40.72584833
Cs1Ag1Ba1Ge1Te4_stannite,HSE+SOC,-0.93197042,0.103231359,1.588008612,18.57385061,18.47059736,16.35430979,111.1688969,113.2848352,108.7085502,5.554122669,39.70574249
Cs1Ag1Ba1Sn1Se4_stannite,HSE+SOC,-1.290679835,-0.41842333,2.221828897,17.19324806,17.18901501,15.48546963,111.6935635,115.4154332,110.391975,4.308240272,33.07438754
Cs1Ag1Ba1Zr1S4_stannite,HSE+SOC,-1.827446271,0.028658293,3.55136547,16.1731381,15.79901091,15.05313677,108.0359916,113.7258918,114.2178133,4.000164922,9.764307062
Cs1Ag1Ba1Zr1Se4_stannite,HSE+SOC,-1.697485548,0.58833267,3.134833232,16.54148535,16.52109638,16.16448985,115.7234678,111.7144596,111.1431016,3.853675154,15.36445698
Cs1Ag1Ba1Zr1Te4_stannite,HSE+SOC,-1.235045669,1.0882289,2.512254312,17.14870573,18.03630359,16.78516828,110.4991084,115.2218496,111.4786683,4.159144448,26.62311332
Cs1Ag1Ca0.5Sr0.5Ge1S1Se2Te1_kesterite,HSE+SOC,-1.183615079,-0.518163124,2.119452622,17.9734151,17.73508453,13.03996325,116.0041394,110.9370411,89.84860024,5.645619778,35.68621216
Cs1Ag1Ca0.5Sr0.5Ge1S1Se2Te1_stannite,HSE+SOC,-1.1115376,0.172630112,1.941129205,15.6879285,16.40597457,15.77603394,112.8692245,108.067929,107.4815985,4.921493939,38.70466949
Cs1Ag1Ca1Zr1S4_stannite,HSE+SOC,-1.754601354,0.854008923,3.880723838,15.27682523,14.77011049,15.89884473,112.4885552,116.1390948,112.9118718,3.585743918,5.831485822
Cs1Ag1Ca1Zr1Se4_stannite,HSE+SOC,-1.576406712,1.274652054,3.332403269,16.30755399,16.56549838,17.36443834,111.4604438,114.8265048,114.3460474,4.35740052,11.0273682
Cs1Ag1Ca1Zr1Te4_stannite,HSE+SOC,-1.124556201,1.288504288,2.557082296,17.3536709,17.4976048,17.68022101,115.9599255,113.6859726,112.6919974,5.837342753,26.7053616
Cs1Ag1Cd1Ge1S4_stannite,HSE+SOC,-0.756959309,-0.546573392,1.777818465,13.91236831,13.80675077,16.50590301,113.191019,109.6210164,114.8455502,4.968371391,39.46997199
Cs1Ag1Cd1Sn1S4_stannite,HSE+SOC,-0.646242297,0.337143338,2.084554531,14.31002019,14.78369017,14.80016303,108.8551693,110.8957143,113.0752869,7.021004262,36.57294435
Cs1Ag1Cd1Sn1Se4_kesterite,HSE+SOC,-0.676701854,0.484543876,1.270783146,16.60857157,16.10547953,14.23150488,116.1920399,114.2746941,112.9028354,5.722190237,36.58033711
Cs1Ag1Cd1Zr1Se4_kesterite,HSE+SOC,-1.097414358,1.410572508,2.091222707,15.80501851,15.60199752,15.16761868,112.0414788,115.18542,108.7087412,4.533667431,37.15352325
Cs1Ag1Cd1Zr1Se4_stannite,HSE+SOC,-0.968987952,2.243964975,1.73272726,15.24387303,14.62811635,15.40463693,109.5887292,110.0920323,116.0023179,2.751060127,37.33286059
Cs1Ag1Mg1Ge1S4_stannite,HSE+SOC,-0.997357327,-0.056465348,2.161422356,13.72928306,14.54815171,15.5230113,110.4611979,111.1146041,112.9245118,3.187663159,33.60524158
Cs1Ag1Mg1Ge1Se4_stannite,HSE+SOC,-0.851848506,0.299580423,1.497222969,14.54386657,14.37357843,16.0402647,110.4331266,116.9174184,109.1142192,3.591248178,41.05335196
Cs1Ag1Mg1Sn1S4_kesterite,HSE+SOC,-0.981727795,0.389999419,2.039006882,15.54044925,15.85577318,13.72777591,112.7267723,112.2483533,110.9149442,4.836827987,34.84157232
Cs1Ag1Mg1Sn1S4_stannite,HSE+SOC,-0.929051649,0.350114996,2.288925244,14.73028678,14.51633837,15.08122001,114.6743646,116.967232,114.8948202,4.945387868,33.15230897
Cs1Ag1Mg1Sn1Se4_stannite,HSE+SOC,-0.799837666,1.06019145,1.636662618,14.87756076,15.39847395,15.20853028,114.2938839,108.7170025,109.1775339,6.007563498,42.25023901
Cs1Ag1Mg1Sn1Te4_kesterite,HSE+SOC,-0.557084457,0.806559625,0.759354713,16.4946074,17.70662787,16.25521013,108.8998202,108.5620296,110.058631,7.033506089,21.17673311
Cs1Ag1Mg1Sn1Te4_stannite,HSE+SOC,-0.642779705,-0.004398258,0.989036315,16.22022259,15.87126375,18.0754417,116.2309552,109.6483542,111.4064488,5.830149253,30.53239907
Cs1Ag1Mg1Zr1S4_kesterite,HSE+SOC,-1.51538416,1.217010629,2.875506461,15.74020743,15.7448618,14.06805575,111.2948226,109.6930674,113.4416091,4.62406333,20.00099
Cs1Ag1Mg1Zr1S4_stannite,HSE+SOC,-1.465179204,1.150415248,3.00361193,14.80326671,14.05303524,15.27845311,112.2785413,116.8961653,109.268967,3.908604116,16.97653246
Cs1Ag1Mg1Zr1Se4_kesterite,HSE+SOC,-1.276119239,1.426137042,2.213106659,16.24372591,16.39408254,14.70378777,108.373565,116.4490542,113.0484283,5.100690557,32.84791945
Cs1Ag1Mg1Zr1Se4_stannite,HSE+SOC,-1.226862515,1.920264516,2.299549533,15.29345542,14.68591836,15.53368729,114.4946839,114.1341245,110.919392,3.376925426,33.70281705
Cs1Ag1Sr1Ge1S4_stannite,HSE+SOC,-1.228543471,-0.4859842,3.16248323,14.94640233,15.8111504,14.40890849,116.843877,114.7796745,110.2577924,3.506095034,15.98396991
Cs1Ag1Sr1Ge1Se4_stannite,HSE+SOC,-1.179510569,0.334126233,2.390882911,16.46639502,15.59647482,14.85279272,108.1471142,110.4807632,113.8387181,3.294154774,31.35323898
Cs1Ag1Sr1Zr1S4_stannite,HSE+SOC,-1.683842762,1.382638692,3.483015443,15.64452102,15.54993865,14.9273449,109.1345752,109.2142506,114.2992076,4.010815042,7.969835194
Cs1Ag1Zn1Ge1Se4_stannite,HSE+SOC,-0.724676856,0.143477243,1.071641249,14.30566685,14.28569379,17.64504528,111.7137845,108.0020564,114.7431672,4.719962988,29.94482544
Cs1Ag1Zn1Ge1Te4_stannite,HSE+SOC,-0.13111953,2.894257801,-0.320491064,16.02959011,15.53118589,15.45771028,113.7889721,112.7875035,108.8825061,48.06126888,0
Cs1Ag1Zn1Sn1S4_stannite,HSE+SOC,-0.732959148,0.291563838,1.656795953,13.98843265,13.55065926,15.64294241,114.1769216,109.7992833,114.2707258,3.59231536,38.96070246
Cs1Ag1Zn1Sn1Se4_stannite,HSE+SOC,-0.67647635,0.815104645,0.982206226,14.91409405,14.60851963,16.11232316,111.5908259,116.6908811,112.0281142,5.044436641,31.39937252
Cs1Ag1Zn1Zr1S4_kesterite,HSE+SOC,-1.226760622,1.534989968,2.13483796,14.57579904,14.36143202,14.12050251,112.6713734,110.311038,112.2717236,5.322074857,34.35880182
Cs1Ag1Zn1Zr1Se4_stannite,HSE+SOC,-1.232250539,1.144763127,2.10946331,14.88449135,14.58366655,17.8200825,113.3101431,115.7074399,110.3828758,4.784153097,36.83647888
Cs1Ag1Zn1Zr1Te4_kesterite,HSE+SOC,-0.738309496,1.628743304,1.19300408,16.85264884,17.18799033,16.04925573,108.8712858,115.0831165,110.145397,7.41299584,36.96336258
Cs1Ag1Zn1Zr1Te4_stannite,HSE+SOC,-0.541545733,2.885930296,1.060952078,15.54299171,15.56470809,15.81590703,108.641587,115.6120766,114.9708966,8.350532252,30.34214675
Cs1Al0.5Ga0.5S2_kesterite,HSE+SOC,-1.571188658,-1.073676203,4.83180985,17.67177491,18.0472053,10.96573144,109.5106262,108.6820072,115.0241828,3.348522901,0.027141194
Cs1Al0.5Ga0.5S2_stannite,HSE+SOC,-1.393396091,-0.146785616,2.609721183,13.71597166,13.61729412,20.38509725,114.6669134,109.1979785,112.4895356,3.300789028,25.73835207
Cs1Al0.5Ga0.5Se1Te1_kesterite,HSE+SOC,-1.271439984,-0.816772557,3.051782538,19.63138903,19.7956253,11.41382716,115.2746605,108.8160661,111.4408555,4.822124324,16.10538634
Cs1Al0.5Ga0.5Se1Te1_stannite,HSE+SOC,-1.004632928,0.154735908,0.698497024,14.890097,14.28877027,20.853374,114.6770473,114.6278658,114.1684218,4.979984021,20.01553923
Cs1Al0.5Ga0.5Se2_kesterite,HSE+SOC,-1.464830734,-0.952433996,3.600301928,18.52252173,18.84585294,10.70160306,110.7890596,114.6702538,111.4546878,4.587649861,5.867481674
Cs1Al0.5Ga0.5Se2_stannite,HSE+SOC,-1.250563462,-0.001842426,1.729803757,13.62334772,14.03800428,20.69029828,111.4539857,112.3466539,108.1132953,4.324925862,40.03508949
Cs1Al0.5Ga0.5Te2_stannite,HSE+SOC,-0.879701756,0.174861607,1.167419736,15.17741525,14.67417028,22.0663474,114.973409,109.4652141,109.8089817,4.208131107,37.89495982
Cs1Al0.5In0.5S1Te1_kesterite,HSE+SOC,-1.232380365,-0.686153524,2.294259655,19.19277076,19.82741211,11.94344432,109.2520138,115.7822747,108.8402843,5.006048515,31.62563927
Cs1Al0.5In0.5S1Te1_stannite,HSE+SOC,-1.037938923,-0.019049336,0.677866491,14.84944164,14.22878475,21.24187435,108.1539035,110.8071236,112.4217983,4.720019659,18.79741013
Cs1Al0.5In0.5S2_kesterite,HSE+SOC,-1.560563781,-1.062393999,4.503364054,17.73886839,18.11672332,10.6880012,112.3930548,110.2763228,115.5566289,3.004501871,1.567250259
Cs1Al0.5In0.5S2_stannite,HSE+SOC,-1.288322876,-0.322390636,2.65538347,13.53508837,13.33167436,19.29202601,108.3322556,110.0500961,110.4842443,3.822626862,24.8485767
Cs1Al0.5In0.5Se1Te1_kesterite,HSE+SOC,-1.224032217,-0.848793332,3.009341567,19.30625901,19.97168438,12.35218099,109.4547702,115.0706006,116.7769936,4.331897035,17.73643317
Cs1Al0.5In0.5Se1Te1_stannite,HSE+SOC,-1.078676265,-0.091132381,0.897368613,14.95557797,15.29376583,21.6651376,109.4601279,115.1372608,108.7694825,5.039884803,25.75328029
Cs1Al0.5In0.5Se2_kesterite,HSE+SOC,-1.489167523,-0.912910464,3.491350693,19.05805665,19.56905755,11.04588927,110.5080585,116.0221894,109.3869254,4.113588629,10.38174719
Cs1Al0.5In0.5Se2_stannite,HSE+SOC,-1.220767534,-0.177749208,1.821557454,13.99020587,14.00460138,21.30009119,114.2891567,110.9389983,110.3660326,4.192994473,38.76382636
Cs1Al0.5In0.5Te2_kesterite,HSE+SOC,-1.048437197,-0.815925074,2.620761859,21.23091012,20.66331488,11.50373871,113.0760958,115.2439257,110.939942,6.023452086,24.75374957
Cs1Al0.5In0.5Te2_stannite,HSE+SOC,-0.904626859,-0.092044336,1.117113028,15.34321698,16.13200743,22.28810996,114.8870063,110.7891016,116.6451311,4.037823829,32.73356872
Cs1Al1S1Se1_kesterite,HSE+SOC,-1.59051737,-1.01441599,5.073899655,18.31552921,18.09594557,11.23439917,111.0643955,109.8695974,113.6467134,3.306686864,0.013340932
Cs1Al1S1Te1_stannite,HSE+SOC,-1.130471419,0.259389891,0.775583876,14.64983129,13.94092808,21.12414709,108.6506725,108.8128524,113.5679399,5.251035119,19.2708538
Cs1Al1S2_kesterite,HSE+SOC,-1.721397733,-1.098836383,5.567616256,8.765055925,9.125021369,10.44398227,108.5642477,116.6021781,108.5315149,4.420396523,0
Cs1Al1S2_stannite,HSE+SOC,-1.532246905,-0.117764221,2.881121947,6.657439222,6.587079557,20.44051186,112.9921262,108.6782372,110.3007742,2.678160646,17.62980553
Cs1Al1Se1Te1_kesterite,HSE+SOC,-1.345755868,-0.780219532,3.940962132,19.02015927,19.13962676,11.32484534,108.9259873,114.1266232,114.1565892,5.568847092,4.756856771
Cs1Al1Se2_kesterite,HSE+SOC,-1.569298251,-0.910064196,4.774277426,9.17975326,9.669299252,10.77108258,114.195499,109.7507778,116.347127,4.833176074,0.770492808
Cs1Al1Se2_stannite,HSE+SOC,-1.367640617,-0.02526781,2.390720689,7.097490695,6.79285103,20.59079699,111.7642189,116.3238886,110.76607,3.71632493,29.95258631
Cs1Al1Te2_kesterite,HSE+SOC,-1.08595381,-0.709941317,3.574514358,10.35176398,10.1580459,11.5171854,109.1971183,115.8610245,109.2315009,5.646932365,8.261112649
Cs1Al1Te2_stannite,HSE+SOC,-0.888142675,0.136855689,1.523743587,7.583602733,7.422167161,22.82989965,108.1556821,115.7462971,110.2514144,4.996029939,39.08983507
Cs1Cu0.5Ag0.5Ba0.5Zn0.5Sn1S1Se1Te2_stannite,HSE+SOC,-0.889568024,-0.303801679,0.932123445,15.77331969,16.15576673,17.48637581,108.3902744,115.1359236,110.9114575,6.40028156,29.66705782
Cs1Cu0.5Ag0.5Ca1Zr1Te4_stannite,HSE+SOC,-1.122713243,1.189670335,2.076826921,17.72639797,16.83972811,17.39508057,115.730526,113.2808235,111.3367307,5.417883308,36.09885918
Cs1Cu0.5Ag0.5Cd1Ge1S3Te1_kesterite,HSE+SOC,-0.65916191,0.017490785,0.40964947,14.60557133,14.73541773,15.89590186,109.2319384,112.3754191,110.3116244,7.422171612,7.517656914
Cs1Cu0.5Ag0.5Cd1Ge1S3Te1_stannite,HSE+SOC,-0.668540415,-0.275448629,0.501296781,14.05507811,14.73408504,16.63189392,113.6210572,113.1719411,113.4928359,6.052080015,10.91615217
Cs1Cu0.5Ag0.5Cd1Sn1S4_stannite,HSE+SOC,-0.787908641,-0.645203555,1.399838241,14.88154242,14.49221003,16.45188066,115.0815695,115.814278,111.2422854,5.059354201,37.10458577
Cs1Cu0.5Ag0.5Cd1Sn1Se4_stannite,HSE+SOC,-0.708488911,0.352807032,1.137918244,14.8463043,15.20008295,16.28944017,116.4596429,114.8678035,115.4204935,5.622511509,35.8800146
Cs1Cu0.5Ag0.5Cd1Sn1Te4_stannite,HSE+SOC,-0.529256905,-0.421649283,0.760795097,16.33392801,16.14227483,17.90611161,108.8597812,110.5540534,108.5950914,7.506618061,22.44098026
Cs1Cu0.5Ag0.5Cd1Zr1Te4_stannite,HSE+SOC,-0.728282797,1.367632,1.219778693,15.35145998,15.47078782,16.62748417,111.9400133,116.6672095,115.4887803,7.575093348,35.78410166
Cs1Cu0.5Ag0.5Mg0.5Ba0.5Sn0.5Ge0.5S1Se2Te1_stannite,HSE+SOC,-0.936192,0.279847559,1.255030179,15.96372141,16.10489256,17.00181778,111.7431774,112.912568,103.4946226,5.091847806,37.07221264
Cs1Cu0.5Ag0.5Mg1Ge1S4_kesterite,HSE+SOC,-0.921117876,0.577737528,1.838240946,15.67141524,14.26357859,12.89361066,108.5751881,109.7886235,109.0784899,5.264645426,38.36982205
Cs1Cu0.5Ag0.5Mg1Ge1S4_stannite,HSE+SOC,-1.091408395,-0.387457696,1.494545449,14.41059339,14.07693448,16.60408538,116.0690488,114.0228772,115.1552206,4.582829219,38.01877598
Cs1Cu0.5Ag0.5Mg1Sn1S4_kesterite,HSE+SOC,-0.94632345,0.73676846,1.751788939,15.12379357,14.57500223,13.32964219,109.4811879,109.1353586,108.7354714,5.19759598,38.15675088
Cs1Cu0.5Ag0.5Mg1Sn1Te4_stannite,HSE+SOC,-0.686357428,-0.438044137,0.939386011,15.38979817,15.43567603,18.4700987,110.4093862,109.5003387,109.0798791,6.651409544,30.1071368
Cs1Cu0.5Ag0.5Mg1Zr1Se4_stannite,HSE+SOC,-1.427234882,0.741840592,2.178652944,15.51611269,14.96313003,17.7210494,109.9187789,110.2471296,115.6672007,5.189772118,34.30683392
Cs1Cu0.5Ag0.5Mg1Zr1Te4_kesterite,HSE+SOC,-0.851902862,1.454938945,1.413526009,17.09566326,17.22692378,15.70951469,115.0342434,111.2447787,114.5330971,5.858465492,40.46788746
Cs1Cu0.5Ag0.5Mg1Zr1Te4_stannite,HSE+SOC,-0.93949678,0.654415163,1.918204108,16.30067026,16.55321172,17.81995377,109.9361911,110.101658,112.9768004,6.289677401,37.4713782
Cs1Cu0.5Ag0.5Sr0.5Ba0.5Sn0.5Ge0.5S3Te1_stannite,HSE+SOC,-1.216903734,-0.736980353,1.896350006,15.8791901,15.95737623,16.07387006,114.9898165,115.8050687,118.7986693,4.832182407,38.7430178
Cs1Cu0.5Ag0.5Sr1Ge1S1Se2Te1_kesterite,HSE+SOC,-1.013458602,0.502219386,1.426147426,16.84750843,16.82993087,13.49987058,116.9334744,115.5000585,100.9694057,6.385642058,40.71882494
Cs1Cu0.5Ag0.5Sr1Ge1S2Te2_stannite,HSE+SOC,-1.130744977,-0.473218374,1.697099177,16.79114329,15.65197198,15.88814743,109.4409521,115.9691872,109.8043105,4.780369074,39.49539669
Cs1Cu0.5Ag0.5Sr1Sn1Se4_stannite,HSE+SOC,-1.317435282,-0.329146885,-0.327392475,16.46500069,16.26057336,15.70591335,113.5212398,111.5119518,115.9904521,5.011801191,0
Cs1Cu0.5Ag0.5Zn1Ge1S4_stannite,HSE+SOC,-0.846078106,-0.392782591,1.285659089,13.32139017,13.7624004,16.80299474,110.2571302,110.9904109,116.4187515,5.426163828,35.70572855
Cs1Cu0.5Ag0.5Zn1Ge1Se4_stannite,HSE+SOC,-0.68444397,0.397294563,0.815658718,13.88733505,14.12928777,17.03062381,116.4464996,109.0236976,113.9388849,6.876367885,22.74969126
Cs1Cu0.5Ag0.5Zn1Sn1Se4_stannite,HSE+SOC,-0.821632486,-0.237857954,0.778064435,14.50061845,14.04822978,17.52216968,114.7094766,112.5162414,112.4797865,6.558797412,24.93547651
Cs1Cu1Ba0.5Cd0.5Ge1Se4_stannite,HSE+SOC,-0.943901213,-0.098626424,0.898485695,15.8170238,16.12248445,15.60085048,115.6525955,110.8984852,111.6969068,6.480356638,28.661569
Cs1Cu1Ba1Zr1Se4_stannite,HSE+SOC,-1.671601969,0.607167215,3.103617344,16.31405226,16.51017588,16.29154577,110.5292202,113.5168389,109.5457985,4.104735426,18.28175867
Cs1Cu1Ca1Ge1Se4_kesterite,HSE+SOC,-0.959968578,1.643477465,1.105882346,16.7322052,16.09617042,13.91751748,111.3965747,111.3874087,105.9521422,5.730219085,33.00003931
Cs1Cu1Cd1Ge1S4_stannite,HSE+SOC,-0.803424694,-0.693731171,1.60034987,14.37733975,13.6441261,16.00903269,116.4329625,113.6334245,114.9780104,5.486901269,37.61795815
Cs1Cu1Cd1Sn1S4_stannite,HSE+SOC,-0.809338907,-0.372308002,1.292959161,14.55464551,14.61775642,15.87666644,112.1103951,111.795479,115.8404252,5.537326079,35.69289128
Cs1Cu1Cd1Sn1Te4_kesterite,HSE+SOC,-0.391896325,0.766039737,-0.054251733,16.8665256,17.19934629,16.32038597,112.9911485,113.0497386,110.9944033,9.743357974,0
Cs1Cu1Cd1Sn1Te4_stannite,HSE+SOC,-0.572986216,-0.687702806,0.759927482,15.50485434,15.5621965,18.99794667,108.8330185,110.8975693,114.7443265,8.177272019,22.77009792
Cs1Cu1Cd1Zr1Se4_stannite,HSE+SOC,-1.148822266,1.350023919,1.177830342,15.31473475,14.76292797,15.85723949,110.9100781,115.3792333,112.7559148,6.521281286,33.66722275
Cs1Cu1Cd1Zr1Te4_stannite,HSE+SOC,-0.477796194,2.928329767,1.052455482,15.09856665,15.8474443,15.59322043,116.2409013,108.5340837,112.8335436,8.754508199,33.69986496
Cs1Cu1Mg1Ge1S4_kesterite,HSE+SOC,-0.922420923,0.957773116,1.536339488,15.5389097,14.54197414,12.48982424,111.1405332,115.9560084,105.4182241,5.468834509,37.74019065
Cs1Cu1Mg1Ge1S4_stannite,HSE+SOC,-1.057316198,-0.448510951,1.879296001,14.15508542,13.48139989,15.45435103,115.418036,114.136162,114.8871157,4.715464243,37.63814721
Cs1Cu1Mg1Ge1Se4_kesterite,HSE+SOC,-0.776652286,0.927071446,0.935835565,15.97241311,16.47105605,13.92004323,114.7249325,110.3495464,109.9019433,6.091058575,28.66649131
